t,o,h,l,c,v,s
1735694460,0.3189,0.31924,0.3189,0.31906,10550,DOGE_USDT
1735694460,3355.3,3355.75,3354.85,3355.1,7320,ETH_USDT
1735694460,2.0996,2.1007,2.0995,2.1007,42,XRP_USDT
1735694460,93958.6,93971.5,93958.5,93963,20746,BTC_USDT
1735694460,190.99,191.11,190.98,191.04,195,SOL_USDT
1735694520,0.31907,0.31909,0.31903,0.31909,1516,DOGE_USDT
1735694520,3355.05,3356.2,3354.8,3355.55,9194,ETH_USDT
1735694520,2.0991,2.1005,2.0991,2.1002,81,XRP_USDT
1735694520,93963.1,93963.1,93963,93963,26558,BTC_USDT
1735694520,191.07,191.15,191.01,191.1,369,SOL_USDT
1735694580,191.09,191.09,190.64,190.69,1475,SOL_USDT
1735694580,93963.1,93963.1,93838.5,93844.1,115294,BTC_USDT
1735694580,3355.55,3355.55,3351.5,3351.55,8186,ETH_USDT
1735694580,2.1,2.1,2.0966,2.0966,732,XRP_USDT
1735694580,0.31908,0.3191,0.31872,0.31876,13866,DOGE_USDT
1735694640,2.0966,2.0995,2.0961,2.0992,555,XRP_USDT
1735694640,93844.1,93893.4,93833.6,93889.2,58552,BTC_USDT
1735694640,3351.5,3353.85,3350.8,3353.85,10880,ETH_USDT
1735694640,0.31871,0.31897,0.31862,0.31897,18434,DOGE_USDT
1735694640,190.65,190.94,190.61,190.94,115,SOL_USDT
1735694700,93889.3,93926.9,93883,93890,52351,BTC_USDT
1735694700,0.319,0.31923,0.319,0.31904,18827,DOGE_USDT
1735694700,190.93,191.14,190.93,191.09,279,SOL_USDT
1735694700,2.1002,2.1015,2.1002,2.1002,88,XRP_USDT
1735694700,3353.8,3355.1,3353.4,3353.5,4560,ETH_USDT
1735694760,0.31903,0.31903,0.31882,0.31882,752,DOGE_USDT
1735694760,2.0994,2.0995,2.0989,2.0989,128,XRP_USDT
1735694760,3353.5,3353.55,3352.45,3352.7,3280,ETH_USDT
1735694760,93889.9,93890,93861,93869.6,10993,BTC_USDT
1735694760,191.1,191.11,191,191.06,379,SOL_USDT
1735694820,191.01,191.11,191.01,191.11,99,SOL_USDT
1735694820,0.3188,0.31882,0.31864,0.31882,3405,DOGE_USDT
1735694820,93869.5,93883.6,93836.3,93863.9,49591,BTC_USDT
1735694820,3352.7,3353.55,3352.1,3353.5,16786,ETH_USDT
1735694820,2.0981,2.0994,2.0978,2.0994,180,XRP_USDT
1735694880,93863.9,93863.9,93844.3,93844.4,26170,BTC_USDT
1735694880,3353.45,3353.45,3352.5,3352.5,3478,ETH_USDT
1735694880,0.31881,0.31881,0.31864,0.31867,6099,DOGE_USDT
1735694880,2.0991,2.0992,2.0986,2.0986,179,XRP_USDT
1735694880,191.14,191.14,191.08,191.08,117,SOL_USDT
1735694940,191.05,191.1,191.03,191.1,97,SOL_USDT
1735694940,0.31868,0.31869,0.31858,0.31858,6590,DOGE_USDT
1735694940,93844.3,93844.3,93817.1,93817.2,128058,BTC_USDT
1735694940,2.0986,2.0991,2.0985,2.0987,26,XRP_USDT
1735694940,3352.5,3353.2,3352.2,3352.5,3675,ETH_USDT
1735695000,3352.5,3356.6,3352.3,3356.3,8688,ETH_USDT
1735695000,93817.1,93896.6,93814.4,93896.6,173637,BTC_USDT
1735695000,0.31858,0.319,0.31855,0.319,10840,DOGE_USDT
1735695000,2.0994,2.1021,2.0992,2.1021,42,XRP_USDT
1735695000,191.01,191.31,190.9,191.31,810,SOL_USDT
1735695060,0.31894,0.31932,0.31894,0.3191,43937,DOGE_USDT
1735695060,3356.05,3358.4,3355.45,3355.45,12466,ETH_USDT
1735695060,93891,93982.8,93885.4,93906.9,28491,BTC_USDT
1735695060,2.1021,2.1041,2.1018,2.103,593,XRP_USDT
1735695060,191.29,191.42,191.27,191.29,412,SOL_USDT
1735695120,93906.9,93936.1,93906.8,93935.9,11641,BTC_USDT
1735695120,191.24,191.32,191.12,191.14,136,SOL_USDT
1735695120,3355.45,3356.15,3353.35,3354.8,11715,ETH_USDT
1735695120,0.31917,0.31929,0.31914,0.31929,2813,DOGE_USDT
1735695120,2.1016,2.1016,2.1,2.1012,614,XRP_USDT
1735695180,0.31925,0.31932,0.31923,0.31925,2592,DOGE_USDT
1735695180,2.1012,2.1012,2.1012,2.1012,18,XRP_USDT
1735695180,93936.2,93939.9,93911.5,93921,8056,BTC_USDT
1735695180,191.16,191.16,191.06,191.12,46,SOL_USDT
1735695180,3354.55,3354.7,3352.6,3352.95,7509,ETH_USDT
1735695240,93915.4,93974.2,93911.7,93949.1,20025,BTC_USDT
1735695240,0.31932,0.31962,0.31932,0.31951,6219,DOGE_USDT
1735695240,2.103,2.1034,2.1027,2.1032,198,XRP_USDT
1735695240,191.23,191.46,191.23,191.36,83,SOL_USDT
1735695240,3352.9,3356.3,3352.9,3355.7,5267,ETH_USDT
1735695300,0.31952,0.31965,0.3195,0.3195,24369,DOGE_USDT
1735695300,2.1037,2.1041,2.1025,2.1025,141,XRP_USDT
1735695300,93949,93960.5,93882,93882,14226,BTC_USDT
1735695300,191.32,191.41,191.32,191.4,150,SOL_USDT
1735695300,3355.7,3356.5,3353.75,3354.4,2376,ETH_USDT
1735695360,3354.45,3356.35,3354.05,3356,4377,ETH_USDT
1735695360,0.31957,0.32001,0.31957,0.32,51464,DOGE_USDT
1735695360,191.33,191.42,191.22,191.42,141,SOL_USDT
1735695360,93882,93932.5,93882,93932.5,6884,BTC_USDT
1735695360,2.1028,2.1063,2.1022,2.1058,1635,XRP_USDT
1735695420,0.32002,0.32006,0.31985,0.31991,14277,DOGE_USDT
1735695420,3356,3356.25,3354.75,3355.65,4555,ETH_USDT
1735695420,191.4,191.4,191.29,191.35,80,SOL_USDT
1735695420,93932.4,93945,93915.2,93920.9,12818,BTC_USDT
1735695420,2.1064,2.1067,2.1056,2.1057,205,XRP_USDT
1735695480,0.31991,0.32,0.31991,0.32,9373,DOGE_USDT
1735695480,93921.1,93926.1,93919.2,93926.1,16981,BTC_USDT
1735695480,191.47,191.48,191.43,191.43,211,SOL_USDT
1735695480,3355.45,3355.85,3355.2,3355.35,2982,ETH_USDT
1735695480,2.1063,2.1063,2.1049,2.1053,168,XRP_USDT
1735695540,3355.65,3355.7,3354.4,3354.4,4356,ETH_USDT
1735695540,0.32003,0.3201,0.31978,0.31978,4513,DOGE_USDT
1735695540,191.46,191.56,191.25,191.25,288,SOL_USDT
1735695540,2.1057,2.1061,2.1053,2.1053,49,XRP_USDT
1735695540,93928.3,93928.3,93901.5,93902.4,12458,BTC_USDT
1735695600,2.1037,2.1055,2.1036,2.1051,164,XRP_USDT
1735695600,191.26,191.36,191.26,191.36,38,SOL_USDT
1735695600,0.31976,0.31987,0.31972,0.31985,6772,DOGE_USDT
1735695600,3354.2,3354.6,3353.9,3354.6,2036,ETH_USDT
1735695600,93902.4,93934.7,93898.1,93934.7,7273,BTC_USDT
1735695660,0.31979,0.32015,0.31979,0.31995,15550,DOGE_USDT
1735695660,2.1045,2.1065,2.1041,2.105,291,XRP_USDT
1735695660,191.35,191.48,191.32,191.39,54,SOL_USDT
1735695660,93934.8,93963.5,93915,93942.3,30704,BTC_USDT
1735695660,3354.6,3356.85,3354,3355.2,4013,ETH_USDT
1735695720,93942.2,93942.2,93937.9,93937.9,2182,BTC_USDT
1735695720,2.104,2.1046,2.1038,2.1038,1583,XRP_USDT
1735695720,3355.2,3355.2,3354.4,3354.55,2319,ETH_USDT
1735695720,191.4,191.4,191.33,191.33,18,SOL_USDT
1735695720,0.31995,0.31999,0.31985,0.31985,12990,DOGE_USDT
1735695780,191.3,191.3,191.26,191.26,14,SOL_USDT
1735695780,3354.1,3355.2,3354,3354.5,5596,ETH_USDT
1735695780,0.31987,0.32003,0.31987,0.31994,2716,DOGE_USDT
1735695780,93929.6,93957.9,93929.6,93952.4,91705,BTC_USDT
1735695780,2.1041,2.1051,2.1041,2.1051,3,XRP_USDT
1735695840,3354,3354.05,3352.25,3352.35,13277,ETH_USDT
1735695840,93952.3,93952.4,93903.1,93911,21675,BTC_USDT
1735695840,2.1036,2.1043,2.1022,2.1027,2157,XRP_USDT
1735695840,0.31991,0.31991,0.31969,0.31977,21052,DOGE_USDT
1735695840,191.23,191.23,191.11,191.11,9,SOL_USDT
1735695900,0.31978,0.32002,0.31976,0.31995,7861,DOGE_USDT
1735695900,93910.9,93922.1,93903.2,93922.1,13055,BTC_USDT
1735695900,3352.35,3352.9,3352.25,3352.85,4116,ETH_USDT
1735695900,191.13,191.16,190.98,191,1143,SOL_USDT
1735695900,2.1028,2.1046,2.1027,2.1041,1895,XRP_USDT
1735695960,93922.8,93943.1,93908.7,93928.4,9716,BTC_USDT
1735695960,191,191.07,190.96,191.07,105,SOL_USDT
1735695960,2.1039,2.1041,2.1022,2.103,483,XRP_USDT
1735695960,3352.9,3353.95,3352.65,3353.65,4657,ETH_USDT
1735695960,0.32003,0.32005,0.31971,0.31971,8859,DOGE_USDT
1735696020,3353.65,3353.65,3350.8,3350.8,13080,ETH_USDT
1735696020,2.1024,2.1024,2.1002,2.101,520,XRP_USDT
1735696020,0.31969,0.31969,0.31897,0.31904,19114,DOGE_USDT
1735696020,93928.6,93928.7,93838.5,93848.1,47339,BTC_USDT
1735696020,191.06,191.06,190.93,190.95,149,SOL_USDT
1735696080,190.99,191,190.98,191,33,SOL_USDT
1735696080,0.31907,0.3192,0.31907,0.31918,1328,DOGE_USDT
1735696080,2.1017,2.1025,2.1017,2.1023,164,XRP_USDT
1735696080,93848.2,93855.1,93804.1,93814.1,124009,BTC_USDT
1735696080,3350.8,3351.35,3350.7,3351.1,9456,ETH_USDT
1735696140,190.98,191.11,190.98,191.11,760,SOL_USDT
1735696140,3350.85,3353.2,3350.85,3353.15,15606,ETH_USDT
1735696140,2.1029,2.104,2.1029,2.1039,75,XRP_USDT
1735696140,0.31919,0.31934,0.31919,0.31931,5796,DOGE_USDT
1735696140,93814.2,93845.1,93814.1,93845.1,23761,BTC_USDT
1735696200,93845,93845,93716.4,93733.5,138543,BTC_USDT
1735696200,3353.3,3353.3,3348.5,3348.85,22573,ETH_USDT
1735696200,2.1035,2.1035,2.0996,2.0997,848,XRP_USDT
1735696200,0.31926,0.31926,0.31876,0.31876,29659,DOGE_USDT
1735696200,191.08,191.08,190.71,190.72,747,SOL_USDT
1735696260,93733.5,93737.8,93646.8,93694.9,126424,BTC_USDT
1735696260,3349,3349.75,3347.4,3347.45,23863,ETH_USDT
1735696260,2.0998,2.1007,2.0993,2.1004,1625,XRP_USDT
1735696260,190.74,190.86,190.72,190.78,134,SOL_USDT
1735696260,0.31877,0.31896,0.31875,0.31875,15397,DOGE_USDT
1735696320,3347.45,3347.75,3342.75,3345.3,46900,ETH_USDT
1735696320,0.31874,0.31874,0.31822,0.3184,30101,DOGE_USDT
1735696320,190.76,190.76,190.34,190.55,353,SOL_USDT
1735696320,2.1001,2.1001,2.0957,2.0973,423,XRP_USDT
1735696320,93695,93699.4,93559.1,93619.5,268441,BTC_USDT
1735696380,190.52,190.66,190.47,190.63,67,SOL_USDT
1735696380,0.31844,0.31858,0.31835,0.31858,11902,DOGE_USDT
1735696380,2.0979,2.0983,2.0968,2.0983,2865,XRP_USDT
1735696380,3345.4,3346.55,3345.1,3346.15,20087,ETH_USDT
1735696380,93619.5,93682.5,93619.5,93682.5,130403,BTC_USDT
1735696440,2.098,2.098,2.0946,2.0953,726,XRP_USDT
1735696440,3346.15,3346.15,3341.85,3343.15,28054,ETH_USDT
1735696440,93682.4,93682.4,93600.1,93611.5,27805,BTC_USDT
1735696440,0.31851,0.31851,0.31819,0.31828,6577,DOGE_USDT
1735696440,190.6,190.6,190.36,190.4,63,SOL_USDT
1735696500,2.0968,2.0974,2.0964,2.0964,936,XRP_USDT
1735696500,190.41,190.46,190.4,190.45,97,SOL_USDT
1735696500,0.31832,0.3184,0.31818,0.31824,6778,DOGE_USDT
1735696500,3343.4,3344.5,3342.8,3343.75,11878,ETH_USDT
1735696500,93611.5,93632.1,93600.3,93609.7,60725,BTC_USDT
1735696560,2.0958,2.096,2.0948,2.0954,351,XRP_USDT
1735696560,0.31822,0.31822,0.31801,0.31805,6295,DOGE_USDT
1735696560,190.43,190.43,190.3,190.38,282,SOL_USDT
1735696560,3343.6,3344.3,3342.3,3344.3,11579,ETH_USDT
1735696560,93609.7,93609.7,93570.4,93579.5,93001,BTC_USDT
1735696620,190.37,190.57,190.37,190.57,98,SOL_USDT
1735696620,3344.25,3347.7,3344.1,3346.9,30205,ETH_USDT
1735696620,0.31806,0.31842,0.31805,0.31842,7630,DOGE_USDT
1735696620,2.0954,2.0967,2.0946,2.0963,378,XRP_USDT
1735696620,93579.4,93607.5,93574.6,93603.9,47324,BTC_USDT
1735696680,93604,93609,93591.4,93591.4,17095,BTC_USDT
1735696680,0.31843,0.31858,0.31835,0.31836,10688,DOGE_USDT
1735696680,190.6,190.88,190.6,190.78,100,SOL_USDT
1735696680,2.0954,2.0955,2.0951,2.0953,135,XRP_USDT
1735696680,3346.9,3347.9,3346.1,3346.35,16149,ETH_USDT
1735696740,93591.4,93596.9,93580.5,93592.8,29558,BTC_USDT
1735696740,0.31834,0.31837,0.31828,0.31828,2494,DOGE_USDT
1735696740,190.7,190.7,190.58,190.61,85,SOL_USDT
1735696740,2.0948,2.0948,2.0933,2.0937,1111,XRP_USDT
1735696740,3346.4,3346.75,3346.15,3346.7,2194,ETH_USDT
1735696800,0.3183,0.3186,0.31822,0.3186,1581,DOGE_USDT
1735696800,190.55,190.77,190.55,190.77,370,SOL_USDT
1735696800,3346.55,3348.15,3346,3347.95,5213,ETH_USDT
1735696800,93592.7,93652.8,93574.6,93652.8,98927,BTC_USDT
1735696800,2.0937,2.0956,2.0934,2.0956,2320,XRP_USDT
1735696860,93652.8,93678.7,93642.9,93674.6,37371,BTC_USDT
1735696860,0.31862,0.31915,0.31862,0.31907,24367,DOGE_USDT
1735696860,3348,3350.05,3348,3349.35,10139,ETH_USDT
1735696860,190.77,190.99,190.77,190.91,91,SOL_USDT
1735696860,2.0965,2.0989,2.0964,2.0984,363,XRP_USDT
1735696920,0.31903,0.31917,0.3188,0.31888,9569,DOGE_USDT
1735696920,2.0981,2.0996,2.097,2.0971,60,XRP_USDT
1735696920,93673.9,93695.2,93650.1,93668.4,15143,BTC_USDT
1735696920,190.83,190.92,190.77,190.86,163,SOL_USDT
1735696920,3349.35,3350.95,3348.15,3348.75,13298,ETH_USDT
1735696980,190.79,191.01,190.78,190.98,265,SOL_USDT
1735696980,2.0982,2.1009,2.0982,2.0993,209,XRP_USDT
1735696980,0.31885,0.3192,0.31885,0.3191,3059,DOGE_USDT
1735696980,93668.9,93771.5,93664.5,93771.5,37967,BTC_USDT
1735696980,3348.8,3353.25,3348.35,3353.25,6223,ETH_USDT
1735697040,191.02,191.02,190.89,190.89,66,SOL_USDT
1735697040,93771.5,93772,93733.5,93740.6,99576,BTC_USDT
1735697040,2.1003,2.1003,2.0984,2.0987,77,XRP_USDT
1735697040,3353.25,3353.3,3351.2,3351.75,6493,ETH_USDT
1735697040,0.31913,0.31913,0.31904,0.31905,609,DOGE_USDT
1735697100,0.31905,0.31915,0.31901,0.31901,1859,DOGE_USDT
1735697100,93740.6,93775.4,93733.5,93746.7,24454,BTC_USDT
1735697100,190.87,191,190.83,190.85,229,SOL_USDT
1735697100,3351.75,3352.9,3351.55,3352.7,7059,ETH_USDT
1735697100,2.0988,2.0992,2.0983,2.099,72,XRP_USDT
1735697160,2.0995,2.0997,2.0987,2.0987,775,XRP_USDT
1735697160,3352.6,3353.25,3351.3,3351.55,5810,ETH_USDT
1735697160,93746.7,93756.8,93738,93750.8,55596,BTC_USDT
1735697160,190.91,190.93,190.87,190.89,137,SOL_USDT
1735697160,0.31904,0.31913,0.31897,0.31897,1938,DOGE_USDT
1735697220,3351.35,3351.55,3350.05,3350.45,3252,ETH_USDT
1735697220,2.0988,2.0992,2.0968,2.0992,919,XRP_USDT
1735697220,190.87,190.87,190.72,190.79,168,SOL_USDT
1735697220,0.31896,0.31896,0.31872,0.31885,4074,DOGE_USDT
1735697220,93751.6,93751.6,93700,93700,31057,BTC_USDT
1735697280,190.77,190.84,190.68,190.71,96,SOL_USDT
1735697280,0.31888,0.31903,0.31877,0.3188,3004,DOGE_USDT
1735697280,3350.45,3351.55,3349.1,3349.95,6318,ETH_USDT
1735697280,93700.1,93744.2,93668,93671.7,98431,BTC_USDT
1735697280,2.0998,2.0998,2.0977,2.0981,518,XRP_USDT
1735697340,190.66,190.67,190.54,190.59,329,SOL_USDT
1735697340,0.31875,0.31875,0.3186,0.31871,2463,DOGE_USDT
1735697340,3349.5,3349.5,3347,3347.75,7750,ETH_USDT
1735697340,93671.7,93684,93660,93675.5,33660,BTC_USDT
1735697340,2.0973,2.0973,2.0966,2.0966,42,XRP_USDT
1735697400,93675.5,93742.8,93665.5,93742.8,127665,BTC_USDT
1735697400,190.55,190.61,190.54,190.58,51,SOL_USDT
1735697400,0.3187,0.31903,0.31865,0.31903,6170,DOGE_USDT
1735697400,3347.5,3351.45,3347.5,3351.45,18537,ETH_USDT
1735697400,2.0986,2.1017,2.0986,2.1017,1016,XRP_USDT
1735697460,0.31903,0.31924,0.31903,0.31905,4454,DOGE_USDT
1735697460,93743.6,93794,93735.5,93745.2,66297,BTC_USDT
1735697460,190.79,190.95,190.78,190.78,590,SOL_USDT
1735697460,2.1012,2.1029,2.1012,2.1024,278,XRP_USDT
1735697460,3351.45,3354.9,3351.15,3352.75,12913,ETH_USDT
1735697520,190.79,190.79,190.68,190.69,65,SOL_USDT
1735697520,93745.2,93753.1,93733.5,93737.2,53146,BTC_USDT
1735697520,3352.7,3353,3351.25,3351.25,4062,ETH_USDT
1735697520,0.31904,0.31904,0.31876,0.31876,1474,DOGE_USDT
1735697520,2.101,2.101,2.099,2.099,146,XRP_USDT
1735697580,2.0995,2.0995,2.0991,2.0991,16,XRP_USDT
1735697580,93737.3,93782.2,93732.1,93751.1,25655,BTC_USDT
1735697580,0.31876,0.3189,0.31869,0.31886,4134,DOGE_USDT
1735697580,190.69,190.9,190.68,190.9,251,SOL_USDT
1735697580,3351.25,3353.95,3351.15,3353.8,7491,ETH_USDT
1735697640,190.99,191.1,190.99,191.1,84,SOL_USDT
1735697640,2.0991,2.0991,2.0991,2.0991,0,XRP_USDT
1735697640,0.31885,0.31906,0.31885,0.31906,4662,DOGE_USDT
1735697640,93751.1,93781.2,93751,93781.2,84463,BTC_USDT
1735697640,3353.8,3354.7,3353.3,3354.7,1753,ETH_USDT
1735697700,191.13,191.13,190.78,190.8,106,SOL_USDT
1735697700,2.1007,2.1007,2.0982,2.0983,222,XRP_USDT
1735697700,3354.65,3354.65,3350.8,3351.4,2701,ETH_USDT
1735697700,0.31897,0.31897,0.31859,0.31865,2535,DOGE_USDT
1735697700,93781.1,93790.7,93732.1,93736.8,101984,BTC_USDT
1735697760,0.31859,0.31877,0.31858,0.3187,2316,DOGE_USDT
1735697760,190.8,190.8,190.72,190.72,132,SOL_USDT
1735697760,2.0982,2.099,2.0982,2.0986,90,XRP_USDT
1735697760,93736.8,93756.9,93732.1,93744,7896,BTC_USDT
1735697760,3351.5,3352.8,3350.95,3352.6,4417,ETH_USDT
1735697820,0.31872,0.31883,0.31841,0.31842,7872,DOGE_USDT
1735697820,93746.4,93766.1,93670.6,93696.6,62391,BTC_USDT
1735697820,3352.45,3353.55,3350.6,3350.7,7854,ETH_USDT
1735697820,190.72,190.81,190.58,190.58,101,SOL_USDT
1735697820,2.0983,2.0987,2.0961,2.0965,137,XRP_USDT
1735697880,0.31841,0.3186,0.31837,0.3186,3219,DOGE_USDT
1735697880,190.56,190.8,190.55,190.8,97,SOL_USDT
1735697880,3350.65,3352.85,3350.05,3352.85,3319,ETH_USDT
1735697880,93696.7,93720.7,93681,93720.3,38031,BTC_USDT
1735697880,2.0961,2.0981,2.095,2.0981,879,XRP_USDT
1735697940,2.0976,2.0978,2.097,2.0976,126,XRP_USDT
1735697940,190.84,190.84,190.79,190.82,55,SOL_USDT
1735697940,3353.25,3353.3,3352,3352.8,3013,ETH_USDT
1735697940,0.31863,0.31868,0.31853,0.31863,38318,DOGE_USDT
1735697940,93723.7,93755.8,93718.8,93752,15475,BTC_USDT
1735698000,93752,93765.3,93705.6,93709.1,43609,BTC_USDT
1735698000,0.31863,0.31874,0.31851,0.31852,4058,DOGE_USDT
1735698000,190.76,190.83,190.66,190.68,47,SOL_USDT
1735698000,2.0972,2.0978,2.0961,2.0961,20,XRP_USDT
1735698000,3352.55,3354.25,3351.55,3351.55,3600,ETH_USDT
1735698060,0.31846,0.31846,0.31816,0.31821,28125,DOGE_USDT
1735698060,190.65,190.65,190.54,190.54,52,SOL_USDT
1735698060,2.096,2.096,2.0934,2.0941,925,XRP_USDT
1735698060,3351.6,3351.6,3349,3349.95,13632,ETH_USDT
1735698060,93712.5,93712.5,93685.9,93697.8,9713,BTC_USDT
1735698120,0.3182,0.31832,0.31811,0.31832,6864,DOGE_USDT
1735698120,190.55,190.64,190.46,190.64,90,SOL_USDT
1735698120,2.0933,2.0954,2.0931,2.0954,281,XRP_USDT
1735698120,93699.2,93712.9,93686,93709.2,13473,BTC_USDT
1735698120,3349.7,3350.95,3349.1,3350.9,2680,ETH_USDT
1735698180,0.3183,0.31844,0.3183,0.31844,9840,DOGE_USDT
1735698180,3350.9,3352.35,3350.4,3351.8,1197,ETH_USDT
1735698180,2.0955,2.0965,2.0955,2.0962,21,XRP_USDT
1735698180,93709.1,93736.3,93703.5,93731.1,3419,BTC_USDT
1735698180,190.61,190.7,190.61,190.7,53,SOL_USDT
1735698240,0.31845,0.31865,0.31842,0.31842,1397,DOGE_USDT
1735698240,93731.1,93741.1,93700,93700,12394,BTC_USDT
1735698240,3352.75,3353.15,3351,3351,1829,ETH_USDT
1735698240,190.69,190.75,190.54,190.56,61,SOL_USDT
1735698240,2.0967,2.0977,2.0959,2.0959,46,XRP_USDT
1735698300,190.51,190.52,190.46,190.5,147,SOL_USDT
1735698300,0.31841,0.31841,0.31828,0.31829,4889,DOGE_USDT
1735698300,93700.1,93701.5,93692.6,93701.4,3087,BTC_USDT
1735698300,2.0956,2.0958,2.0955,2.0957,55,XRP_USDT
1735698300,3351,3351,3349.9,3350.3,2429,ETH_USDT
1735698360,190.47,190.51,190.41,190.49,34,SOL_USDT
1735698360,0.31827,0.31834,0.31819,0.31834,2629,DOGE_USDT
1735698360,2.0955,2.0963,2.0953,2.0963,49,XRP_USDT
1735698360,93701.5,93701.5,93690.5,93698.5,2722,BTC_USDT
1735698360,3350,3351.05,3349.45,3350.35,2358,ETH_USDT
1735698420,2.0953,2.0953,2.0953,2.0953,13,XRP_USDT
1735698420,93697.6,93699.4,93691.3,93692.5,2202,BTC_USDT
1735698420,0.31828,0.31828,0.31815,0.31815,4719,DOGE_USDT
1735698420,190.46,190.46,190.33,190.37,40,SOL_USDT
1735698420,3350.6,3350.6,3349.2,3349.35,3439,ETH_USDT
1735698480,93690.7,93713.9,93675,93713.9,92622,BTC_USDT
1735698480,3349.4,3350.15,3349.05,3349.05,1751,ETH_USDT
1735698480,190.35,190.48,190.35,190.48,91,SOL_USDT
1735698480,0.31813,0.31825,0.31812,0.31819,8338,DOGE_USDT
1735698480,2.0957,2.0966,2.0947,2.0962,179,XRP_USDT
1735698540,0.3182,0.31826,0.3182,0.31826,768,DOGE_USDT
1735698540,2.0962,2.0962,2.0962,2.0962,0,XRP_USDT
1735698540,190.48,190.56,190.47,190.56,8,SOL_USDT
1735698540,3349.8,3350.25,3349.7,3350.1,1266,ETH_USDT
1735698540,93715.2,93733.3,93712.2,93733.3,7459,BTC_USDT
1735698600,2.0982,2.103,2.0982,2.1028,1857,XRP_USDT
1735698600,0.31827,0.31876,0.31827,0.31876,4041,DOGE_USDT
1735698600,190.57,190.81,190.51,190.81,167,SOL_USDT
1735698600,93733.4,93796.4,93719.1,93793.7,27654,BTC_USDT
1735698600,3350.15,3354.9,3350,3354.3,13801,ETH_USDT
1735698660,2.1027,2.1027,2.1008,2.1008,347,XRP_USDT
1735698660,3354.05,3354.4,3352.1,3353.05,13258,ETH_USDT
1735698660,0.31871,0.31871,0.31842,0.31842,2821,DOGE_USDT
1735698660,93784.1,93788.4,93732.2,93761.8,30181,BTC_USDT
1735698660,190.8,190.8,190.64,190.72,71,SOL_USDT
1735698720,0.3184,0.31845,0.31829,0.31838,2493,DOGE_USDT
1735698720,93761.8,93784,93755.4,93772,8081,BTC_USDT
1735698720,3352.8,3353.8,3352.35,3353.05,1456,ETH_USDT
1735698720,2.1005,2.1016,2.1005,2.1007,322,XRP_USDT
1735698720,190.63,190.72,190.63,190.66,74,SOL_USDT
1735698780,3353.55,3353.85,3352,3352.05,3101,ETH_USDT
1735698780,190.66,190.66,190.64,190.64,25,SOL_USDT
1735698780,0.31834,0.31834,0.31818,0.31822,2628,DOGE_USDT
1735698780,2.1011,2.1014,2.1,2.1005,65,XRP_USDT
1735698780,93780.3,93780.3,93740.9,93754.7,7344,BTC_USDT
1735698840,3352.5,3353.35,3352,3353.3,8408,ETH_USDT
1735698840,190.69,190.82,190.63,190.82,47,SOL_USDT
1735698840,93754.6,93777.8,93744.9,93776.9,8927,BTC_USDT
1735698840,0.31822,0.31838,0.31822,0.31838,1378,DOGE_USDT
1735698840,2.1005,2.1016,2.1004,2.1016,240,XRP_USDT
1735698900,0.3184,0.31856,0.3184,0.31856,1692,DOGE_USDT
1735698900,190.85,191,190.85,190.96,87,SOL_USDT
1735698900,3353.6,3354.6,3353.6,3354.55,1888,ETH_USDT
1735698900,2.1033,2.1034,2.1025,2.1034,66,XRP_USDT
1735698900,93776.8,93798.2,93759.8,93798.2,20015,BTC_USDT
1735698960,190.93,191,190.91,190.99,112,SOL_USDT
1735698960,2.1031,2.1044,2.1025,2.1035,567,XRP_USDT
1735698960,0.31856,0.31865,0.31856,0.31859,2126,DOGE_USDT
1735698960,93798.1,93812.2,93795.7,93797.3,56444,BTC_USDT
1735698960,3354.55,3355.8,3354.5,3354.6,8920,ETH_USDT
1735699020,93795.6,93820.4,93795.6,93820.4,36576,BTC_USDT
1735699020,190.93,190.99,190.93,190.99,9,SOL_USDT
1735699020,0.31857,0.31865,0.31857,0.31857,2250,DOGE_USDT
1735699020,3354.5,3356.9,3354.2,3356.9,18256,ETH_USDT
1735699020,2.1035,2.1042,2.1035,2.1036,142,XRP_USDT
1735699080,0.31856,0.31925,0.31856,0.31917,18844,DOGE_USDT
1735699080,190.98,191.15,190.97,191.13,148,SOL_USDT
1735699080,93822.5,93880.9,93822.5,93879.7,35001,BTC_USDT
1735699080,2.1039,2.1056,2.1034,2.1048,824,XRP_USDT
1735699080,3356.9,3359.9,3356.8,3359.5,33005,ETH_USDT
1735699140,2.104,2.104,2.1026,2.1033,1494,XRP_USDT
1735699140,191.11,191.11,190.99,191.03,106,SOL_USDT
1735699140,0.31916,0.31916,0.31886,0.31907,9420,DOGE_USDT
1735699140,3359.5,3359.55,3357.2,3357.75,14847,ETH_USDT
1735699140,93876.9,93877.3,93834.5,93875.4,35674,BTC_USDT
1735699200,191,191.16,190.96,191.14,779,SOL_USDT
1735699200,3357.75,3358.5,3356.4,3357.6,7115,ETH_USDT
1735699200,0.31913,0.31914,0.31895,0.31908,8135,DOGE_USDT
1735699200,93875.3,93895,93832.2,93882.8,42672,BTC_USDT
1735699200,2.1028,2.1028,2.1013,2.1024,495,XRP_USDT
1735699260,191.13,191.15,191.04,191.15,390,SOL_USDT
1735699260,3357.5,3359.6,3357.5,3359.1,4471,ETH_USDT
1735699260,93882.8,93889.1,93882.6,93889.1,77845,BTC_USDT
1735699260,2.1023,2.1028,2.1021,2.1021,117,XRP_USDT
